date,jcd,r,r1,r2,r3,3rt
20260627,01,1,2,5,1,37090
20260627,01,2,4,1,2,3920
20260627,01,3,5,1,2,10790
20260627,01,4,4,2,5,12660
20260627,01,5,4,1,2,6450
20260627,01,6,1,2,5,2730
20260627,01,7,1,3,4,1510
20260627,01,8,4,5,6,8540
20260627,01,9,4,3,2,19860
20260627,01,10,1,3,2,1560
20260627,01,11,1,3,2,530
20260627,01,12,3,1,6,4840
20260627,02,1,1,2,5,1070
20260627,02,2,2,5,6,17100
20260627,02,3,1,3,5,1780
20260627,02,4,2,1,4,1850
20260627,02,5,3,1,4,1440
20260627,02,6,3,4,6,1980
20260627,02,7,1,3,5,850
20260627,02,8,1,2,6,19860
20260627,02,9,1,2,5,3950
20260627,02,10,3,4,5,4640
20260627,02,11,1,3,2,880
20260627,02,12,2,1,5,10940
20260627,03,1,1,2,5,9870
20260627,03,2,2,1,4,5190
20260627,03,3,3,2,1,4220
20260627,03,4,2,5,1,10630
20260627,03,5,2,1,5,1480
20260627,03,6,1,5,3,1540
20260627,03,7,1,2,4,3540
20260627,03,8,3,2,5,9320
20260627,03,9,1,3,4,920
20260627,03,10,4,3,1,5610
20260627,03,11,2,1,5,9240
20260627,03,12,1,3,2,1190
20260627,07,1,3,1,2,910
20260627,07,2,2,3,1,3100
20260627,07,3,6,2,1,4590
20260627,07,4,2,1,5,1130
20260627,07,5,5,4,3,15880
20260627,07,6,2,1,6,1250
20260627,07,7,1,4,2,1030
20260627,07,8,1,3,5,640
20260627,07,9,1,4,6,1920
20260627,07,10,1,2,4,1570
20260627,07,11,1,3,4,620
20260627,07,12,5,4,3,65200
20260627,09,1,1,3,2,510
20260627,09,2,2,3,5,1280
20260627,09,3,4,5,1,1470
20260627,09,4,1,2,3,1020
20260627,09,5,2,3,6,39500
20260627,09,6,1,4,2,1390
20260627,09,7,4,3,1,31830
20260627,09,8,1,5,4,11280
20260627,09,9,4,5,1,1920
20260627,09,10,1,5,3,3070
20260627,09,11,1,4,3,3230
20260627,09,12,1,4,2,570
20260627,12,1,4,2,5,13360
20260627,12,2,4,5,3,3310
20260627,12,3,4,2,3,1340
20260627,12,4,3,4,1,12970
20260627,12,5,3,2,6,2070
20260627,12,6,3,1,6,8640
20260627,12,7,1,2,4,2710
20260627,12,8,2,1,4,1430
20260627,12,9,1,5,3,10790
20260627,12,10,1,5,2,3120
20260627,12,11,1,2,4,650
20260627,12,12,2,1,3,3500
20260627,13,1,3,5,4,1140
20260627,13,2,5,2,1,80030
20260627,13,3,4,5,3,14440
20260627,13,4,2,1,5,1300
20260627,13,5,4,1,5,1830
20260627,13,6,1,4,3,620
20260627,13,7,5,2,4,8600
20260627,13,8,1,4,3,8170
20260627,13,9,1,2,5,720
20260627,13,10,1,4,2,1770
20260627,13,11,3,1,5,1100
20260627,13,12,1,4,5,1750
20260627,14,1,1,4,5,1750
20260627,14,2,2,1,4,6860
20260627,14,3,4,1,3,9380
20260627,14,4,5,4,1,40430
20260627,14,5,1,5,2,2650
20260627,14,6,1,4,5,1840
20260627,14,7,3,1,6,9660
20260627,14,8,1,6,4,11420
20260627,14,9,2,1,3,7310
20260627,14,10,1,2,6,3000
20260627,14,11,1,4,6,4040
20260627,14,12,4,6,1,66060
20260627,17,1,1,3,2,590
20260627,17,2,1,2,3,1110
20260627,17,3,3,5,2,5960
20260627,17,4,1,6,5,147080
20260627,17,5,6,3,1,31400
20260627,17,6,3,2,4,8150
20260627,17,7,1,2,4,1070
20260627,17,8,4,1,3,2780
20260627,17,9,6,4,1,36090
20260627,17,10,2,3,1,3780
20260627,17,11,5,1,2,2240
20260627,17,12,1,3,4,2930
20260627,18,1,1,5,2,4650
20260627,18,2,5,6,1,37230
20260627,18,3,4,3,2,9960
20260627,18,4,1,2,3,460
20260627,18,5,4,1,3,3530
20260627,18,6,3,6,2,29780
20260627,18,7,3,4,2,7250
20260627,18,8,2,1,3,1790
20260627,18,9,2,3,1,1630
20260627,18,10,1,2,4,940
20260627,18,11,2,4,1,15110
20260627,18,12,1,2,6,2310
20260627,21,1,1,2,5,2160
20260627,21,2,1,4,2,550
20260627,21,3,1,3,5,490
20260627,21,4,1,5,4,1890
20260627,21,5,1,2,4,890
20260627,21,6,6,5,1,4660
20260627,21,7,1,4,3,4480
20260627,21,8,2,3,4,1220
20260627,21,9,3,2,4,17380
20260627,21,10,1,4,3,970
20260627,21,11,2,5,6,8150
20260627,21,12,1,4,2,1900
20260627,22,1,1,3,5,1190
20260627,22,2,1,5,3,540
20260627,22,3,2,3,1,2920
20260627,22,4,1,5,2,630
20260627,22,5,1,3,2,700
20260627,22,6,1,2,4,580
20260627,22,7,3,1,4,13290
20260627,22,8,1,4,3,7850
20260627,22,9,2,3,5,4080
20260627,22,10,3,1,5,8690
20260627,22,11,2,1,5,15210
20260627,22,12,2,5,4,21270
20260627,23,1,1,3,2,790
20260627,23,2,2,1,3,1380
20260627,23,3,3,1,2,5660
20260627,23,4,1,3,2,950
20260627,23,5,1,2,3,1020
20260627,23,6,4,2,3,7590
20260627,23,7,1,2,6,3920
20260627,23,8,1,2,5,6130
20260627,23,9,3,1,4,2680
20260627,23,10,1,2,3,960
20260627,23,11,3,1,4,9630
20260627,23,12,2,1,3,2670
20260627,24,1,3,4,1,19640
20260627,24,2,2,5,4,420
20260627,24,3,1,2,3,2420
20260627,24,4,1,3,6,2320
20260627,24,5,1,2,4,1720
20260627,24,6,1,6,3,1870
20260627,24,7,3,5,6,100810
20260627,24,8,1,3,2,1450
20260627,24,9,1,3,2,1310
20260627,24,10,1,2,3,610
20260627,24,11,1,3,2,1670
20260627,24,12,1,3,4,520
